0,0
0.029166667,3.141592654
0.059166667,6.283185307
0.089791667,9.424777961
0.120833333,12.56637061
0.152916667,15.70796327
0.18625,18.84955592
0.22,21.99114858
0.253958333,25.13274123
0.289583333,28.27433388
0.325833333,31.41592654
0.363333333,34.55751919
0.401875,37.69911184
0.440708333,40.8407045
0.482083333,43.98229715
0.524166667,47.1238898
0.567916667,50.26548246
0.613333333,53.40707511
0.660833333,56.54866776
0.709583333,59.69026042
0.76125,62.83185307
0.815416667,65.97344573
0.871666667,69.11503838
0.932083333,72.25663103
0.99625,75.39822369
1.065208333,78.53981634
1.14,81.68140899
1.2175,84.82300165
1.309166667,87.9645943
1.41375,91.10618695
1.538333333,94.24777961
1.695416667,97.38937226
1.927916667,100.5309649
